Created,Text,User,Company,Symbol,TwitterTerm
2020-03-18,"My colleagues &amp; I travel alot. Our grades on their cancellation reimbursements:
@AlaskaAir A+
@AmericanAir A+
@united A+
@Delta F-
#Delta #DeltaAirlines #AlaskaAir #AlaskaAirlines #AmericanAir #AmericanAirlines #UnitedAir #UnitedAirlines #coronavirus #COVID19 #CustomerService",mishastrauss,United Airlines Holdings Inc.,UAL,@united
2020-03-18,You don’t have to give me another reason not to fly @united but here it is anyway. https://t.co/higw9xGzkd,Perspective08,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Airlines calling the government for help like @AmericanAir @united @Delta @SouthwestAir @SpiritAirlines @JetBlue @AlaskaAir https://t.co/bVvTaz7PLd,JohnLoosWins,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Traveling back home from Rhode Island alone in (my private) plane with @united .
#didnotthinkthiswouldhappen
#RhodeIsland 
#Konstanz https://t.co/edyya082tE",FHKPetersen,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Safe travels home #statechaserusa  @StatechaserUSA @SAS @VisitTheUSA @EWRairport @USTravel @united https://t.co/S59YNBeuRo,StatechaserUSA,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Hey @Delta @united @SouthwestAir @AmericanAir @JetBlue @AlaskaAir @HawaiianAir perhaps using your excess capacity could be used to do something like this?  Has anyone at @WhiteHouse @fema @CDCgov asked? https://t.co/bfDTdMjppx,DerWouter,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"She'll never see this message, but thanks again Nancy at @united reservations for the excellent help today.",BrianHarnisch,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Thank you @united for your compassion and caring in these stressful times .,adriennefunny,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Really @united @Chase? Fucking really? #coronavirus https://t.co/koBhAxjpZN,mfdii,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Cancelling a ticket booked with points on @SouthwestAir vs @united:

Southwest: No fee to cancel. Here's your full refund and all your points back.

United: No fee to cancel. We'll keep your money for credit and you need to pay $125 per ticket to get your points back.",5_years_project,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Another 2 hours waiting and nothing yet .. really @united,Roselinax3,United Airlines Holdings Inc.,UAL,@united
2020-03-18,OMG five hours on hold with @united and then get disconnected with speaking to anyone. WTF! Now I'm really mad!,jroberts1324,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Fuck yes.  Let @united @americanair @delta use their profits from gouging customers for years to weather the storm.  Thats what most companies - and most Americans - are forced to do.
Don’t Give the Airlines What They Want https://t.co/NJFyLSBsfH via @vice",scottbarto,United Airlines Holdings Inc.,UAL,@united
2020-03-18,on hold with @united for five hours to get a cancellation of tickets. Jeez.,jroberts1324,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Really hope we all get back safe and everything is good to go on Saturday March 21st. That's our new time to leave Punta Cana now. We were all suppose to leave tomorrow March 19th. But you know people freaking out and shit. I don't understand how @united can just cancel.,DIRRTY30PSN,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Being stuck for an extra 2 days in Punta Cana because @united and the D.R just decided to cancel everything. They should have gave people a couple days like last week in the U.S. People had until Friday to get home. Very frustrating and annoying. But on we go. 🤙🏼😕😁🙃,DIRRTY30PSN,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Effing @united still waiting to hear from you.  Quit stealing money with your terrible policies.  This is why I normally fly @AlaskaAir —,yo_paulie,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Hey so @united isn't even refunding flights to SF right now despite the panic surrounding COVID-19. Just warning everyone in case they have to make any big decisions right now.,SeanCutt,United Airlines Holdings Inc.,UAL,@united
2020-03-18,When @WellsFargo and @united won’t give me my money back for my flight to Peru... but I can’t go to Peru because I will get quarantined immediately after landing. Trust me I would’ve loved to go on our trip that we’ve planned for the last year.,SarahStettler,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Found the airlines' emergency funds: ""nearly $750m has been paid out to executives over the same [5 yr] time period.""

Time to clean house, @Delta @SouthwestAir @AmericanAir @AlaskaAir @United. #NoBailoutForYou https://t.co/ZsDuYh2V2u",thePumamama,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Shoutout to @united for the free seat upgrade since there’s only 34 of us flying on a 737 to Cleveland from Orlando!,bockisclifford,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"What a spectacular flight @united on UA400 from SFO to IAD today. Great plane (777) and fantastic flight attendant in John (Business Class)! He was professional, full of joy and had a smile on his face at all times. He took great care is all of us! Thank you!!!",LeslieGroves,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Yo fuck @united @AmericanAir @Delta they exploited consumers for years then used gov money for stock buybacks and are now asking for a bailout. Fail. @WhiteHouse better just let them fail or there is no hiding there’s socialism only for the rich.,DR_K_OZ,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Been on hold with @united for 2:37 - I know they’re inundated but it would be nice if I can at least get an update on where I am in the queue and if I am making progress.,TracieBasch,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"hey @united pls give me a refund for my flight to paris tomorrow - would be super chill, thanks",davidcuddihy_,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Trying to figure out how to build out an effective employee influencer program from scratch? #SocialMediaorg member @JamieNRutter shared how @united developed a program that spotlights their social media savvy employees. See her best practices here: https://t.co/yvEvpmIfyc,SocialMediaOrg,United Airlines Holdings Inc.,UAL,@united
2020-03-18,.@united I'll loan you $5 but you have to suck me off to completion on TikTok.,ZombiesAreBad,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"I can't believe @united is still charging a $75 fee to redeposit miles. Not very ""flyer friendly."" Million miler loyalty doesn't matter. Now is not the time to charge more fees. Thank you @SouthwestAir for never charging a fee to get miles/points back. You truly do have a heart.",welcometomarc,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"With how airline stocks fell today, the  government could buy all their stock for about $41 billion and own them outright. 
@american worth $4.73 billion, 
@southwest, $16.6b
@united 4.96b
@delta  is worth $14.4b
....and they want $50b to be bailed out????",dogguygary,United Airlines Holdings Inc.,UAL,@united
2020-03-18,".@united Airlines continues to slash flights amid #CoronavirusOutbreak, @ChiBizJournal reports
https://t.co/wcDzhNIVW1",HBJJeff,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Good news for me. @Expedia was able to get @United to refund us our Italy trip flights. #REFUND! I think the fact our return home flight was cancelled saved our butts. https://t.co/oBor7ejF6M,Sickroy6,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Our wedding and honeymoon are postponed because of this pandemic, and because our departing flight is 3 days outside of your ""window"" we have to pay $500 to reinstate our points into a virtual bank to re-book a flight at a later date? Are you serious @United!?!?",paralazar,United Airlines Holdings Inc.,UAL,@united
2020-03-18,I just got laid off. Now I need my refund from @united more than ever. Do the right thing @united @SenCortezMasto,jjoy_pet,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Hey @united you can’t always do this. You can’t tell people to make changes to their flights online and then 100% of the time have an “error.” It’s 2020, online flight changes should be possible. This is why your phones are so jammed. https://t.co/0amEg6vo1D",JL_Voice,United Airlines Holdings Inc.,UAL,@united
2020-03-18,how am i supposed to get home from the dominican @united,420egg,United Airlines Holdings Inc.,UAL,@united
2020-03-18,".@united .com errored out when I tried to change/cancel a reservation due to #COVID19. If I need to rebook using the residual value later, the only option given by the Twitter team is to call. It will take forever to get through - plus a phone service fee. #Refund 😠 https://t.co/MPhzRlQ46E",xavierkuai,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Update: helping 60+ wedding guests reschedule flights to Mexico.

During the #COVID19 crisis, the airlines who've made cancel/ reschedule...

🙌🏼EASY🙌🏼
@AlaskaAir 
@Delta 

😡 MISERABLE 😡
@United
@flyvolaris https://t.co/uui4B2URnf https://t.co/PjldiRJfLK",kaylaglanville,United Airlines Holdings Inc.,UAL,@united
2020-03-18,I don't think I have ever been this furious. I'm so mad I could cry. 2 hours on hold with @united just for them to fucking hang up on meeeeeeeeeeeeeee!!!!!!!!,Roselinax3,United Airlines Holdings Inc.,UAL,@united
2020-03-18,I think ALL AIRLINES  @united @Delta @AmericanAir @FlyFrontier @SpiritAirlines @JetBlue @SouthwestAir + MORE should reject any govt bail-out $. Most airlines haven’t been nickel-diming customers for years. Unacceptable to think you are entitled to a dime of govt $ 🤦🏻‍♀️,PoliticalMBA,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Absolutely!!  The airlines have had their BEST year ever &amp; they already have their hand out. SHAME on you !! @AmericanAir @SouthwestAir @deltaairlines @JetBlue @united @airlines_us @Frontierair1 https://t.co/CE1tRMlhXp,findtricia,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Shame on you @united #coronavirus #unitedairlines #united #airlines #COVID19 https://t.co/xQd2pUi3e4,DrThomasPerkins,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Hey @united Maybe U want to take off the $75 charge to redeposit miles. Been trying since last week to cancel flight for May, but certainly NOT going to let you charge me $75 for putting my own miles back into my account due to this virus. Do us all a favor &amp; fix your website! 😷",jillybean0203,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Planes are flying and stocks are tanking. I don’t understand @AmericanAir @Delta @united @SouthwestAir @JetBlue ?? https://t.co/KBi05cAMmz,pashupatidhakal,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"If my flight is cancelled, why am I not being offered a refund and only a credit? 🧐😡 @united",kovalbio,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Yes, yes, yes...no handouts to the #greedy #airlines @united @Delta @AmericanAir Only loans. They can borrow like the rest of us. #StimulusPackage2020",SkipperKC,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"During this time of uncertainty, we will make it to the other side @united. #WeAreUnited #WeAreInThisTogether #aviationSTRONG #beingunited https://t.co/Bq1yQxgJm7",W_Medina87,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Switching from @SouthwestAir to @united Yesss!!! No more stale pretzels and rude ass people at check in over at @flySFO 🙌🏾🙌🏾🙌🏾,SrzRick,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Non-stop from London, UK to San Francisco, USA for only £277 roundtrip with @United. #Travel (May-Nov dates)

https://t.co/i3kg5znGMX

Booking link: https://t.co/XHmW0iiKOD https://t.co/EvYSTDHbjS",SecretFlying,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"On hold for 2 hours with @united trying to see if I can find a way home from England.

My flight has been cancelled twice!! https://t.co/0FbZaPaczB",crystal_tx3,United Airlines Holdings Inc.,UAL,@united
2020-03-18,.@united I know things are crazy for you right now but we have to do something about that wait music. Two hours of listening to it makes me want to pull my hair out.,DianaDietz,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Reply fr United, re: extra leg room for my 6’4” HS JR on college tour:

Economy Plus offers are non-refundable &amp; non-transferable. Voluntary changes forfeit Economy plus Seat. We are unable to honour your refund request. 

Bad form @united 

I was a lifelong UA flyer - no more.",GilbertsonSara,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Hey, @United flight 1033, PTY - IAH. Please explain why we all had to go through second full security screening, in spite of having today's security sticker on our passports. Lost the $9 spent for beverages INSIDE THE SECURE ZONE, which my family could not take along. Why?",CharlotteAZ,United Airlines Holdings Inc.,UAL,@united
2020-03-18,4 out of 5 doctors recommend @united,aclvinbot,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Friend’s wedding is cancelled...About to lose money on my plane because I booked basic economy with @United! The one time I have travel insurance neither party will offer a refund! 🤦🏾‍♂️ #2020IsCancelled,BroMarshall1,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Those $5 lattes every morning add up huh? @AmericanAir @SouthwestAir @Delta @united @air https://t.co/uwxsawpfxz,justin_hami,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Kudos to the @united employees at @Dulles_Airport. I needed help changing my flight to London and the person who helped me made everything so easy. She was great. Much appreciated! #UnitedAirlines #thankyou,RyanNDanker,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Have u gotten any updates from @united about their restrictive change policy ie not refunding $ in cases where rebking ➡️a lower fare? If other airlines aren't doing this seems like United, an airline I usually fly is really taking advantage of this situation if so shame on them! https://t.co/KGKkzks3CY",gottsled,United Airlines Holdings Inc.,UAL,@united
2020-03-18,I have to admit in a twisted way I am impressed. @united has decided the hill they will die on is not refunding redeposit fees. https://t.co/RM0kdEoYFw,chrisseper,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Hey @united and @Lufthansa_USA 

My friend @T_W_Etienne is urgently flying back home to Belgium due to the ongoing crisis

And it’s his #birthday today🎂. Make it special, please?

LH8855 EWR-BRU

PS: thank you for all your hard work in these testing times💜
#StarAllianceLoyalist",LegalizeQueer,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"East meets West, shutdown is here! 🇺🇸 #statechaserusa @StatechaserUSA @VisitTheUSA @TimSamsTravelUS @road_trip_usa_ @nycgo @nycgov @EWRairport @CityofNewarkNJ @SAS @united @USTravel @PlacesInUSA @TripAdvisor @HuffPostTravel https://t.co/kyFG2SoT0P",StatechaserUSA,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"If our taxpayer money is going to bail out @united, @AmericanAir and friends, can we please get them to: 

- cancel cancelation/change fees for all bookings 
- make luggage free (they now charge $30 and $40 for the first and second bag)
- put screens back on the back of seats",copyconstruct,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"You easily got a $60B bailout from the govt and you best realize that you are expected to once and for all improve your commitment to providing an honest, compassionate, reasonable service and end the continuing fleecing of your passengers @united @JetBlue @AmericanAir @Delta",dlukey22,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Hey @united Are you seriously just going to strand people after cancelling flights out the DR...UA1664 Friday?,Johns029,United Airlines Holdings Inc.,UAL,@united
2020-03-18,cough @united @AmericanAir @Delta cough https://t.co/xv0qhVrESU,eshap,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Or as the average American would see it @AmericanAir and @United should be allowed to go bankrupt after the way they have treated customer and employees.  @POTUS @realDonaldTrump @NYTimes @SenTedCruz 

Don’t Feel Sorry for the Airlines - Tim Wu - 20200316
https://t.co/YSSJwB5MIi",sbrown321,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"So @united is still refusing to waive the redepoist fee ""because the flight is still happening"". Outrageous that they are pulling this shit. https://t.co/ndB7kpi8UT",eddiezane,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"SUMMER: Non-stop from New York to Aruba for only $220 roundtrip with @United. #Travel (May-Jul dates)

https://t.co/JZ3bCnTYcO

Booking link: https://t.co/FU52SQddga https://t.co/hDWzmiy147",SecretFlying,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"If the airlines like @Delta, @AmericanAir , @United etc want a bailout, they should have to commit to reducing carbon emissions AND to paying back the American People, with interest.  They've been raking in profits for years...
#peoplebeforeprofits
#Covid19",porcupinedoc,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"I’ve been on hold with United for 2 hours and 45 minutes just PLEASE let me cancel my flight (and yes, I know canceling online is faster and easier, but unfortunately online gives me an error message and tells me to call, thanks for the reminder every 3 minutes!) @united",hannahfoster319,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Hey @united - does this mean I can’t get on my April 14th flight to Honolulu?! I’m moving and NEED to get on this flight https://t.co/eAEiQDZvch,DaniMorisette,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"New: @united routes between Houston and Hartford; Boise; Grand Rapids; Lexington; Ontario, Calif.; Palm Springs, San Jose, Calif.; Akron/Canton; Reno; Edmonton, Canada and Vancouver, Canada will be suspended.",AntonioArellano,United Airlines Holdings Inc.,UAL,@united
2020-03-18,No bailouts to @Boeing @delta @united @AmericanAir Maybe they shouldn’t have spent their liquidity on lattes and avocado toast. I mean stock buybacks and massive CEO pay. https://t.co/evOlxWvSsw,laurala,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"So, Senators @JohnCornyn and @tedcruz...  The President wants to bail out the airlines for their lost business.  But @united just CHARGED ME A FEE to cancel a flight because my daughter's wedding was rescheduled due to Coronavirus. No bailout for airlines! #NoBailouts",pdsnavely3,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"With how far airline stocks have fallen today, the federal government could buy all their stock for about $41 billion and own them outright. @american has a market cap of about $4.73 billion, $16.6B at @southwest, $4.96B at @united and @delta  is worth $14.4B.",kylelarnold,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Please @expedia and @United. Id like to move our flight for the summer. Austria and Italy. UA refers me to expedia, but exp only helps people who travel in 7 ds.  Need to change hotels etc. People need time! I have been a good exp customer, but may book only direct in the future!",SaskiaBrussee,United Airlines Holdings Inc.,UAL,@united
2020-03-18,No one told me that working from home meant being on hold with @united and @orbitz until I die.,nick_anspach,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Ok @delta and @United maybe make my life easier and just cancel all my flights so I don’t have to be disconnected after 1.5 hrs on hold with @AskAmex for the 6th time.  Coronavirus: US and Canada agree to close border #Coronavirus https://t.co/iC0YzVdAuB,adrianneee3,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"In this time of global crisis, when many airlines are waiving fees to get people home, I'd like to call attention to @united for cancelling our new flights 24 hours after we booked them, and REFUSING to refund our money. This is unacceptable and you should be ashamed.",StariSkies,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Well, bright side is I finally got my Christmas tree and decorations put away! 🎄🤷‍♀️ Can’t wait to be that busy again! #WeWillGetThroughThis #BeforeYouKnowIt #beingUnited @weareunited #LoveMyCompany @weareunited @united",Cheryl_Searle,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Hey, @priceline. I get it. This is overwhelming, but I have been waiting for my ""callback"" re: cancelling my @united flight from YUL to EWR tomorrow for 2 days. Given that the border is now closed, this should be a no brainer. #ionlywantcreditforafutureflight",gillianjfoley,United Airlines Holdings Inc.,UAL,@united
2020-03-18,It’s pretty irresponsible if the @WhiteHouse is saying no social gatherings &amp; do #SocialDistancing that @Delta @united and all these airlines &amp; airports are still operating. Unless only 5 ppl are flying per trip? It’s all ass backwards. We’re literally all doomed. #COVID19,real_diculous,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Since we are bailing out airlines to the tune of $50b (with a B), can I now get a refund on my airline tickets @united? We can call it a wash.",cowtownchad,United Airlines Holdings Inc.,UAL,@united
2020-03-18,".@Delta @AmericanAir @united Travel Agents need your support - many of my clients want to rebook for next year. Airfare vouchers need to be valid for 1yr+. Help us out!

#homebasedagent #bailouts #lovetravel #COVID19 #ASTA #Nexion #CLIA",alllovetravel,United Airlines Holdings Inc.,UAL,@united
2020-03-18,No easy times for all of us. Thankful that I could cancel my flight with @united and save the credit for future use! #thankyou #StaySafeStayHome #toughtimes https://t.co/qGdN2lamns,lisaworner,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Finally got a hold of someone at @CostcoTravel and they were very nice and took care of cancellation with refund, EXCEPT for $1,000 cancellation fee by @united! Crazy. Will try to rectify that next. https://t.co/cBGB1ZSTbf",grafeedie,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Just letting @markkrolick know that I feel betrayed by @united.  #covid19 ALSO disrupts plans of passengers using miles, and charging to reinstate miles or not reissuing tickets to alternate family members just now is poor policy.",hobsterD,United Airlines Holdings Inc.,UAL,@united
2020-03-18,".@united So I had to cancel my Miami trip since basically everything was cancelled and closed.  I got flight credit, but it won't actually let me book a new flight online with.  Seems a little disingenuous when United said ""no change fees during this troubling time""",JohnLafitte,United Airlines Holdings Inc.,UAL,@united
2020-03-18,WOW...@united Airlines stock price is down almost 40% today! Holy sh*t...😳,Brad_Self,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"There must be no blank checks for corporations like @McDonalds or @United Airlines. 

If they refuse to act in the best interests of working people, our government must mandate they do so. 

It’s time to #ProtectAllWorkers. Act: https://t.co/88bdtRI5N2",fightfor15,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Trying to cancel My @united flight to NY for next month and I keep getting an error. Tried on the website from My laptop, and My phone through the app. Same problem.",Princess_lyne,United Airlines Holdings Inc.,UAL,@united
2020-03-18,A little bit better view of both sides of the @united @starwars plane taxing @EWRairport - did not realize the different colored graphics on each side. https://t.co/Wi9xF0GD1y,SpaceCampBoss,United Airlines Holdings Inc.,UAL,@united
2020-03-18,I am getting no response from @BookIt to reschedule my upcoming vacation which we have paid in full. @united and @TheExcellenceCo can you please help me? i’m unable to change or cancel directly with you because i trusted my vacation to @BookIt.,renuchat,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Hey @united airlines, i have a flight that i booked on points. When i went to cancel it because of a pandemic your website said i had to pay 125 dollars for you to put the points back in my account. 
Could you please waive that fee? Or do bailouts only work in one direction?",GlennWool,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Who will be this crash's Lehman Brothers? @Marriott ? @united ? A Trump affiliate? Sure seems like we're heading that way this week,owenpeery,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Wish me luck! 2 hours of hold just to hopefully talk to a human! @united help me please!,3pieceandasoda,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Spotted the @United @starwars plane a few gates down @EWRairport on this sunny Wednesday in the tri-state area. https://t.co/2loadCuuP7,SpaceCampBoss,United Airlines Holdings Inc.,UAL,@united
2020-03-18,Hello @united. Probably you have heard that the European Union has closed its borders. I was supposed to fly to Germany next week and obviously I cannot go. Can you please explain why you refuse to refund the ticket immediately? People need help now! #COVID19 #coronavirus,OtgerCampas,United Airlines Holdings Inc.,UAL,@united
2020-03-18,This 👇+shoutout to @united for not refunding me for an international flight I cancelled due to covid. Your “non-refundable” 🖕tickets are the 1st tell that you’re a company built on greed and exploitation - of workers and customers. It’s time for structural change. No bailouts. https://t.co/fcyh3OCYE2,EviePsarras,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"During this #COVID crisis, we can’t be writing blank checks for corporations like @McDonalds or @United Airlines. If they refuse to act in the best interests of working people, our government must mandate they do so. Act: https://t.co/TL6Dj1U6cN https://t.co/i48CGlTw5u",SEIU,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"Dear @Boeing, @Delta, @united, @SouthwestAir and all airlines.
You used your tax cuts from Trump to buy back stocks. As one small voice, I say you have had every opportunity to prepare for an event that decreases sales. 
You deserve no bail out. https://t.co/GEekdJ1rUU",DisabledResist,United Airlines Holdings Inc.,UAL,@united
2020-03-18,"#UALCoronavirus is going to be around far longer than anyone thought.  @united, please change your policy to allow use of funds until 12/31/21, _not_ 1 yr from date of purchase.  If I can't use my tkts this summer, it doesn't help to say I have to use them by March 2021. https://t.co/gtB27bJ6AF",stevereno20001,United Airlines Holdings Inc.,UAL,@united
