Created,Text,User,Company,Symbol,TwitterTerm
2020-04-17,"With hospitality taking a hit due to COVID-19, @HiltonHotels and @Marriott have evolved to meet demands. Many are offering low-cost workspaces for those in need, like @CourtyardHotels at Techworks in Waterloo, IA, that we built. #InThisTogether  https://t.co/iL220Dioje https://t.co/oDCGJmycjQ",ryancompanies,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"""And Marriott International begun furloughing most of its American workers, jeopardizing their access to health care, even as the company paid out more than $160 million in quarterly dividends and pursued a raise for its chief executive."" NYT
@Marriott 
#WillNeverStayAtMarriott",BitchNMoan3,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"~5 weeks without travel...Platinum/Titanium Status with @Marriott has lost its appeal especially after the last call to the Elite Support line... unintended consequences of a shut down. #WFH model introduced options.
Will we go back to the way we were?
#CoronaWillEndSoon #COVID19",Ivanv1,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"“@Marriott  International, the world’s largest hotel chain, which last year earned $1.2 billion. It has begun furloughing most of its American workers, jeopardizing their access to health care, even as the company paid out more than $160 million in quarterly dividends""",remittancegirl,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,Anyone who stays at a Marriott hates working people. @Marriott is screwing its employees. Big Business Pledged Gentler Capitalism. It’s Not Happening in a Pandemic. https://t.co/qCXoDa89gm,Jodi7768,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"Well, I know at least one #hotel chain I'm unlikely to patronize once I start traveling again. Looking at you @Marriott 
#Marriott

Big Business Pledged Gentler Capitalism. It’s Not Happening in a Pandemic. https://t.co/8iigUyWKta",kilrwat,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"This survey needs a retweet from some big guns. 
Best mascot survey ends on Friday morning. 
FOR COSMO!

@BYU 
@Marriott 
@Steve_Young08 
@jimmerfredette
@thekwakuel 
@whatsinside 
@smartereveryday 
@marieosmond @TeamMarieOsmond 
@MittRomney https://t.co/QDoaHXSghT",TXColonel,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,I won't stay @Marriott when travel commences again. Excessive CEO salary increase while furlough apparently means employees aren't eligible for their medical cover. At a time like this. And when so many other senior Execs are taking paycuts from much smaller packages. #ChangeNow https://t.co/zzgqSqMpMp,katieAL,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,An awesome start to this morning with some #planespotting at @ATLairport.  Saw this @cathaypacific Cargo of @BoeingAirplanes #747 -8 with @GEAviation #GEnx 2B engines! #avgeek. Thanks @Marriott for providing the view! #fridaymorning https://t.co/gxGhO9gHp4,sajhusainaero,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"Just what are those ""hospitality"" corporations doing with the $500 billion gifted to them by US taxpayers?

@Marriott earned $1.2 billion last year.  It is furloughing most US workers.  But paid it shareholders $160 million in dividends, and moved to give its CEO a raise. https://t.co/Hmu9XaJTye",JonahBlank,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"1997. Oversized @Marriott Country Club uniform. Used to have to safely pin my skirt around the waist! 
#MeAt20 https://t.co/jQUpEmA5SN",novicefilly,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,Surfers Paradise @Marriott sharing the love tonight. @9NewsGoldCoast https://t.co/lx554WjuiF,njkelly9,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"1 of my greatest pet peeves: when bed sheets are tucked real tight under the mattress. It’s just not comfortable! It takes brutal force to untuck them, yet you’re trapped for life if you get in. @Marriott @premierinn @CrownePlaza @Hyatt @TravelodgeUK @ibishotelsuk Why do this!?",tallie_louise,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,Booked hotel rooms through @priceline at the @Marriott.  Was unable to utilize rooms due to Covid and the California Shelter-in-Place Order.  Priceline will not refund money and blames Marriott.  Marriott blames Priceline.  The exploitation of this crisis by both is appalling.,StaceyLynnW,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,Guest information was accessed by hackers through a @Marriott franchise property system. https://t.co/dZpmFlWh0T,tophotelnews,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"Even five star hotel chains are actively involved in food deliveries now, an aberration from the past norm. @Marriott @NRAI_India @Hyatt 

https://t.co/ZZtjsAKFLI",ET_RISE,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"Two brand-new international hotels for western #Sydney. #hotel #Australia @Marriott @MarriottIntl #travel #tourism #business @The_Appraiser 
https://t.co/PjswmdPNjF https://t.co/EeFsLEcQGF",winsordobbin,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,"I swear I will *never* book another @Marriott hotel again if they don’t stop with the spam calls. Daily, from different numbers, and I ask to be removed every time. Knock it off!",phraktyl,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,Good news. Nimble #inthistogether sort of thinking: @cvspharmacy is hiring furloughed @Gap retail employees.  @AldiUSA is hiring @McDonalds employees. Grocery giant @kroger is hitting from hospitality workers from @Marriott and @sodexoUSA.  https://t.co/2nCZaF00Rs,Ginny_vee_Bee,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,super glad i'm that person who takes lotion from hotels right now @HiltonHotels @Hyatt @Marriott #COVID19 #WashYourHands 🧼,JessicaRedish,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,#BehindTheScenes with some of the 2018 #atspring team (⁦@abaantitrust⁩ ⁦@PSAV⁩ ⁦@Marriott) with dinner entertainment ⁦@jaymohr37⁩ #MemoryLane #marriottmarquisdc https://t.co/pgr9IUlY2X,Nomadmadge,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,I wish the @Marriott spam phone calls would STOP!! I only answer because the kids school has been calling from random #’s 😒,Mmelindalopez,Marriott International Inc. Class A,MAR,@Marriott
2020-04-17,.@HiltonHotels vs @Marriott – both hotels put their best digital experience forward but in the end only one will come out on top. See who won! https://t.co/o7Wjp3t3ji https://t.co/6HiKkUMEUB,UserZoom,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,I have always been satisfied as an @MarriottBonvoy member when staying at any @Marriott however paying full price and not having a pool or breakfast at a residence inn is unacceptable and making me reconsider what ive always said about Marriott custimer service,iamkevinjnelson,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,Hey Detroit hotels! @MGMGrandDetroit @GreektownCasino @HiltonGardenInn @Marriott this would be a great gesture that would help our city immensely! #detroitstrong #Detroit https://t.co/hwVPdmkQTO,farlanewastaken,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"A study of social media engagement and search volume for the top 100 hotel brands around the globe by the Hotel Trust Index has pinpointed @Marriott as most trusted by consumers. Others in Top 5 are @HiltonHotels, @RiuHoteles, @FourSeasons &amp; @RitzCarlton 
https://t.co/Ii60Vfc8SH",ccrmag,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"""Should @Marriott be putting solar panels on the roofs [while] most of their employees are furloughed?"" FEP's @DanhofJustin asked @mariabartiromo. 

""They should be paying for their employees’ health care and bringing as many of them back as possible.""
https://t.co/1JMEzbjfqC",FreeEntProject,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Thank you farmers!! #stillfarming #foodheros #TYFarmers
If you're looking for a pick me up, check out this LIVE beach scene: https://t.co/FA9K93dAWM

Shout out to Palm Beach @Marriott Singer Island for the encouraging message! 

@FDACS #COVID19 https://t.co/oXt0KivFAk",NASDAnews,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"No revenue No Opex cost should be mantra for the survival of hospitality and aviation industry.

Request all to please support this by commenting, liking and re-posting. @GHTP9  @NIPUN_K_VIG  @OberoiHotels @TajHotels @ITCHotels @kamathotels @Marriott @IHG @Accor @Hotel_Sarovar https://t.co/4Ro4tVrULN",harish_hotelier,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,Beautiful shot from our boots on the ground. AC Marriott @Marriott Austin. Stay safe and strong out there people. Let’s slay this beast. @lochsaeng https://t.co/FABEQ2jmoL,Riley_Mahaffey,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"🌎🏨 Before coronavirus halted travel around the world, we flew to Doha to check out three of Qatar's most luxurious @Marriott Hotels!

Full video: https://t.co/U0HWvbDzj9 https://t.co/9M9vFCowMo",ThePointsGuyUK,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Our members at @Marriott have now written to the President of @MarriottIntl in Europe calling for: 

✅ All casual staff to be furloughed
✅ 100% of wages to be paid 
✅ Full sick pay for self-isolating
✅ Full public apology 

#PayUpMarriottHotels https://t.co/jfTn5nESbs",FairHospitality,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"While furloughing thousands, @Marriott pursued a raise for its CEO.

But hotel workers aren't going to sit back and watch as Marriott threatens to leave our families behind.

We're fighting for the future we deserve.

#COVID19

https://t.co/29OIcxzS7T",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Hi @Marriott @MarriottBonvoy, I'm giving the best positive feedback ever for Holly, Andrew, and Israel at San Antonio Rivercenter. They are absolutely amazing, and you're lucky to have them. ✨",TaraSkurtu,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,I show you what the breakfast is like at @fourpoints while I was in Dubai &amp; a little room tour @Marriott @MarriottBonvoy @MarriottBonvoy https://t.co/DEGMNiB26s #dubai #breakfast #HealthyAtHome,Minsmeals,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,Pandemic response: airlines good mails re cleaning &amp; HVAC/filters. Why don't @Marriott @HiltonHotels @Accor @BestWestern &amp; hotels have websites with what really matters to customers: fire &amp; food safety? &amp; display signs in all locations with 'best practice' not legal minimum 2/3,Pathh1,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Hi,
I was Titanium Membership of Marriott （No.154410091）last year. As far as I was told my titanium status will be down garde to platinum this year, but the status is gold now. Could you please check this for me. Thanks! @MarriottBonvoy  @Marriott @MarriottIntl",Zauxe,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Thank you for the @corp_rebels the chat after your blog on crappy lay-offs, shared this video as an example of thoughtful corp comms. @Marriott This can never be easy but it can be sensitive &amp; fullsome 
https://t.co/JP8lQHsFPr",SharonGChiara,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"There is reason for optimism. In Greater China, workers are returning to their jobs and of the 90 @Marriott hotels which were temporarily closed, over 60 have reopened.  #development #hotelindustry #marriott https://t.co/NTfb4NADwx",tophotelnews,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Person jailed for breaching #quarantine sneaking out of hotel | WA may lift coronavirus restrictions within weeks | @Marriott expands with two new hotels | SA tourism hub to keep travellers inspired | and more . . . https://t.co/gJMTamkpc6

#COVID19au #HealthyAtHome #hospitality https://t.co/r6Z7iXhCwL",Oz_Hospitality,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"I booked a night stay on April 4th in west In Permiter North Atlanta Mariot Hotel. But due COVID situation I could not travel though I informed the customer care by phone The hotel charged me 240$. can you consider at payment reversal. 
@MarriottBonvoy @Marriott @WestinATLNorth",balaweblog,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Nice touch by @Marriott 
#LoveInTheTimeOfCorona https://t.co/gBNAJ8O97o",NormanGolightly,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"What am I missing the most staying home? Today it’s crisp, cool, wrinkle-free hotel bed sheets. Tonight I ironed pillow cases &amp; sheets. Tried to call for room service but it’s not happening. @Marriott I miss you. 
#eventplanner #meetingplanner #eventprofs #stayhome #meetingprofs https://t.co/5hFmLT0VaR",JoanMacKinnon,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"I really miss @mspairport , @Delta , and @Marriott .  I'm even starting to miss @Target a little.",jwgrosz,Marriott International Inc. Class A,MAR,@Marriott
2020-04-16,"Traveled on #Delta thru @ATLairport and @DENAirport to #Marriott today. The emptiness is sad and surreal. Despite the challenges, @Delta &amp; @Marriott doing a fantastic job. Stay safe! #COVID19 https://t.co/p95UmrXvac https://t.co/xzyiLHm1Dt",RichHargrave,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"“They have asked to spend less of their PPP loan proceeds on wages for workers and more on other expenses, such as mortgage principal or franchise fees that get paid to larger companies like @Marriott International Inc. and McDonald’s Corp.” https://t.co/1evlBJ5SEN",MartyLeary1,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,National just sent an email extending my status an extra year. Now all I need is @Marriott to do the same 👀,bxedmonds,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"A compelling case study by @techrepublic which explains why @mcdonalds, @CVS and @Marriott are winning in #DigitalTransformation: https://t.co/y1N0lgfVfd https://t.co/X1ahgEiUVt",Codifyd,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"When this is over, remember the companies (people) who put themselves at risk to stay open and serve the front line healthcare workers
@Marriott https://t.co/HqYar3ee8F",shycollie,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Come on @Marriott @MarriottIntl do the right thing by your loyal workers https://t.co/jwVbTfu1Av,SiobhanMcCready,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"We are calling on @Marriott to do the right thing by its loyal workforce and furlough *all* workers, not just those it deems valuable enough. Our members will be writing to the senior management of @MarriottIntl tomorrow to collectively demand 100% wages. #MarriotPayYourStaff https://t.co/wo1E56cDaP",FairHospitality,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Sending love to the team at @Marriott Kansas City Overland Park! Thank you for being #hospitalitystrong for each other and for the community. ❤️   #davidsonhotels https://t.co/kYjAN1Vbqd,Davidson_Hotels,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"New Antimicrobial Remote Controls / Antibacterial Remote Controls can be easily cleaned and sanitized to reduce the spread of bacteria amid #COVID19 sanitation standards.
https://t.co/ku1bCMPMoF

#coronavirus #hospitality #hospitalityindustry @HiltonHotels @IHGCorporate @Marriott https://t.co/Ft2OegVvNc",Remote_Source,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,A week ago @Marriott sent this letter to hundreds of casual staff stating that they were “yet to determine” whether they could be furloughed. This is despite Gov guidelines on 26th March stating that they absolutely can be furloughed and paid 80% of average annual earnings. https://t.co/op73Sc9pDY,FairHospitality,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,I have to commend both @Marriott and @AskCiti for their customer service this week with some housekeeping items on my end. So easy to reach out to them on Twitter and get the help you need. #NotAnAdISwear,juanbnyc,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"“Words on a paper are one thing. Actions in reality are another thing.” - @DTaylorUH

It's time for hospitality industry leaders like @Marriott to take real action to protect their workers.

#COVID19 #unitehere

https://t.co/29OIcxzS7T",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,So much for staying at the @Marriott at @RogersCentre hun...@KmjK0911 https://t.co/SHxe7f7m20,TJKu29,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"United and Strong Forever !
@MarriottIntl 
@Marriott 
@MarriottBonvoy 
@CourtyardHotels 
@MarriottResorts https://t.co/8Hu8MKPlqI",ivyaskaushal,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"We want to support business leaders that have had to furlough employees due to COVID-19. Join leaders from @Marriott, @Cornell, and @BeekeeperSocial as they discuss how to communicate with furloughed employees and prepare for re-opening. 

Register now: https://t.co/fhlJqhAykd",BeekeeperSocial,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Question:  anyone charged by @Marriott for canceling in advance of #AWP2020?,RSilbergleid,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,#InItTogether | A reminder that the most contagious thing in the world is a smile. And the @Marriott is spreading a lot of those at the moment. https://t.co/Jt1isv25OA,CNTIndia,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,United and Strong forever! #MarriottStrong #LightForHope @Marriott Bonvoy https://t.co/U29SjhecwM,DhakaGulshan,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"With 25% of its hotels shut worldwide due to Coronavirus, Marriott anticipates more closures ahead 
Read More: https://t.co/5bRjmkncrG 
#hotelier #hotelierindia #hoteliernews #coronavirus #covid19 #coronavirusupdates #covid19updates
 @Marriott  @Marriott Hotels  @Marriott Hotels",Hotelier_India,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Shout-out to the staff @Marriott Springhill Suites O'Hare who were so helpful in getting my check bags to me after my return trip had to be cancelled. https://t.co/rq9bPRmDFS,ssnsolutionist,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Can’t @GaylordNational open its Ex Hall as a hospiral outpost for @PGCountyOEM @PrinceGeorgesMD #Covid_19 cases? @WTOP @Marriott,amkolat,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,#Hotels &amp; #Resorts : Marriott @Marriott sees #China bookings improve - https://t.co/ZF3XsJuDN6,ZaveriVaishali,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Big Business Pledged Gentler #Capitalism. It’s Not Happening in a #Pandemic. #corporate #America #employees #workers #staff @Marriott @amazon @unitehere https://t.co/BpopM1BElR,JRWalker_,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"“I try hard to make the rooms beautiful for guests so they will come back. It’s not fair. @Marriott doesn’t care about us.”

Hotel workers refuse to be left behind during #COVID19. We're fighting for the future we deserve. Join us: https://t.co/4vmWqQzFay

https://t.co/29OIcxzS7T",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Great to see @Marriott at Broughton supporting us as our next door neighbour! Driving out of work and seeing this level of support really drives home the support we are getting. Thanks again! @NWAmbulance #NHS #support #heathcare #Motivation https://t.co/qeRJ4RGoLo,NWAmb_JarethB,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,Hello，I was a member of Titanium last year. I had many travel plans this year to achieve Titanium and I was affected by the COVID-19. I hope you can restore the Platinum level for me. Thank you very much.@MarriottIntl @Marriott @MarriottBonvoy,JasonROKwu,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"Dear Hotels, as all Corona related help services are cmg under CSR is is it psbl 4 u you 2 treat Labors of your area as guests for few days?
Remember 'Word of mouth' is best publicity. @Marriott @hotelsdotcom @Radisson @HyattRegencyDel @OberoiHotels @MinOfCultureGoI @FinMinIndia",PokhriyalAvina1,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"Packed my bags and waiting for cab.. @Olacabs didn't arrive and I am missing my @IndiGo6E flight now... Will have to reschedule @Marriott hotel booking also.. 

.
.
...(Just keeping my post lockdown tweet ready)..",enidhi,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,This is very 💘—@Marriott properties throughout Asia have been lighting up smiley faces in their hotel windows as a sign of appreciation for front line medical staff and volunteers 🙏🏻 in #HongKong the @RitzCarlton @WHotels @marriottskycity @stregishotels https://t.co/8ccbcWhB3t,danicalo,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,"More than a dozen countries have banned the production of foie gras, &amp; many more have banned circuses &amp; other wild-animal acts. But @Marriott continues to serve foie gras &amp; allow wild animals to be exhibited at its hotels. Speak up now! https://t.co/JkmciUTIRn via @PETA",SharonJanson,Marriott International Inc. Class A,MAR,@Marriott
2020-04-15,I received a telemarketing call from @Marriott at 9:45 PM and I’m #furious. The number was masked to look like a local call. Pressed 1 and waited to talk to a rep to ask to be removed from the list. He said it was only 8:45 in Mexico and hung up. Even 8:45 is too late IMO 🤬,JannaBees,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,Well done @HiltonHotels @Marriott 👏👏👏 https://t.co/6O2zA9O1I5,FlyerTalk,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"""They just say: 'We don’t need you. You are on your own.'""

Sonia Bautista and William Gonzalez were laid off from their jobs at @Marriott hotels, leaving the family unable to pay rent.

Hotel workers deserve better.

READ from @nytimes: https://t.co/TdhOl3RE2h

#COVID19 https://t.co/wKwRus1Fh9",UniteHereLocal2,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"A2: This is a bit outside of #eventprofs, but members of 
@SustainBrands
 are doing some amazing work. https://t.co/jYFC3oihpn See partnership with @CVSpharmacy @hiltonhotels @marriott
... pretty cool! SB has a young up and coming annual event too! #GMID20 @Events_Council",SaltPalaceCC,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"#meetingprofs #eventprofs 
As we navigate these unprecedented times, just remember - we are #StrongerTogether. Our thanks for the thoughtful insights during #GMIDgoesvirtual panel discussion @MtgsMeanBizCA @Marriott @VisitSaskatoon @CSAETrillium @Bettyanne8 https://t.co/qectqNiVKG",canadameetings,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"They fell behind on their rent. 

They ran balances on their credit cards to buy groceries.

With over 90% of hospitality workers unemployed, industry leaders like @Marriott must do right by their workers.

READ from @nytimes: https://t.co/29OIcxzS7T

#COVID19 #unitehere",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"Dear @Marriott,

If I get one more unsolicited phone call from you on my home/cell phone about booking a room for vacation, I promise you I will never stay at any of your hotels ever again. And to do it during the #COVID19 pandemic, makes me even hate your company even more.",FishingDB1965,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"An hour ago: Got a call from @Marriott saying I was selected for a free trip. Felt special, but pressed 2 to be removed from their list.

Just now: What? A familiar semi-robotic voice. Same word-for-word call from @Marriott on my work cell. Guess I'm not special after all.",sarahrafique,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"🌾 Experimenting with new flavors!!
Homemade Lemongrass Liqueur and in a few days I’ll complete it &amp; test...
I hope it turns “herbalicious”!!!
@RenaissanceOrla @RenHotels @AuroHotels @Marriott #experiment #lemongrass #liqueur #mixology #test https://t.co/NYl2XzYA0K",yvonnemdz,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"Heart wrenching quote from laid off Marriott housekeeper.

“We give our soul to give our best for our company. I try hard to make the rooms beautiful for guests so they will come back. It’s not fair. @Marriott doesn’t care about us.”

https://t.co/pEXDNXMJvX",tiffanyten,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"“They get paid millions every year, and we just get a few dollars.”

While furloughing thousands, @Marriott pursued a raise for its CEO.

Hotel workers know we deserve better - and we're going to fight for it.

#COVID19

https://t.co/29OIcxigJj",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"You know what @Marriott calling me from your timeshare dept and PRESSURING me to commit to a date in the Fall RIGHT NOW is just really, really crappy. Get a clue! Your person actually said ""so what, you are never going to travel again?""",barblikos,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"""They just say: 'We don’t need you. You are on your own.'""

William Gonzalez was laid off from his job at a @Marriott hotel, leaving his family unable to pay rent.

Hotel workers deserve better.

#COVID19 #unitehere

https://t.co/29OIcxzS7T",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"While furloughing most of its American workers, jeopardizing their access to health care, @Marriott paid out more than $160 million in quarterly dividends and pursued a raise for its chief executive.

That's unacceptable.

#unitehere #COVID19

https://t.co/29OIcxzS7T",unitehere,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"😢 I had to cancel Chris’ epic (surprise) birthday trip to San Francisco today. But I have to say, all the customer service people were phenomenal. No questions asked, full refund. Thank you @MLB @SFGiants @AlcatrazCruises @Marriott @WestJet For all your help &amp; kindness. #COVID19",MrsKeay,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"We now know a majority of the people that got sick at @PlaylistLive at the @Marriott world center in Orlando did contract Covid-19 yet the hotels stated  to me, a person that also got sick, that they couldn’t comment on it.   @worldcenter you put peoples lives at risk.",DanBozin,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"Why are the hotel chains still charging franchise fees? 
@Marriott @HiltonHotels @BestWestern 

 https://t.co/uJ3N7A50BG",Rob_Melrose,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"“We’ve been very frustrated with the hotel industry. They were very active lobbying for the Cares Act, and yet they haven’t used it to rehire workers” said @unitehere President @DTaylorUH
CC: 
@HiltonHotels
@Marriott
@Hyatt
 
#1u #marriott 
https://t.co/SGJDCXjhRS",tiffanyten,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"While furloughing most of its American workers, @Marriott paid out more than $160 million in quarterly dividends and pursued a raise for its CEO.

Powerful reporting featuring Local 2 members Sonia and William by @petersgoodman for @nytimes.

#COVID19 #unitehere https://t.co/rmV8jDUcnc",tedwaechter,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"They fell behind on their rent. 

They ran balances on their credit cards to buy groceries.

Congress appropriated billions for hotels to protect unemployed workers. Now, hotels like @Marriott want to use that money to pay their banks.
#COVID19 #unitehere
https://t.co/pEXDNXMJvX",tiffanyten,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,Massively oversubscribed.  All investors know Marriott will be one of the winners and will continue to be among the world’s most trusted hotel brands.  .@Marriott https://t.co/c0CRNReezx,eb11000,Marriott International Inc. Class A,MAR,@Marriott
2020-04-14,"“I try hard to make the rooms beautiful for guests so they will come back. It’s not fair. @Marriott doesn’t care about us.”

While furloughing thousands, Marriott pursued a raise for its CEO. Hotel workers deserve better - and we're going to fight for it.

https://t.co/pGRV9WjLYO",UniteHereLocal2,Marriott International Inc. Class A,MAR,@Marriott
