Created,Text,User,Company,Symbol,TwitterTerm
2020-03-18,"Incredible that @Marriott and @MarriottBonvoy did not refund my hotel stay @FairfieldHotels because I did it on 3/11 instead of 3/13 because Covid-19 was not an issue on 3/11, but was an issue on 3/13.  DISGRACEFUL -- Arne Sorenson and his company will get bailed out #notright",brysonperry,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Saying GOODBye to my Mariotte Bonvoy if they are treating their employees like this. @Marriott - shame on you. 

0 hours = layoff. No insurance means not a full time employee anyway. Release the 1000's they have paid into the system. https://t.co/W6rPnZDdKP",8bitrocket,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Since @Marriott is playing ostrich about the poor treatment of their employees, I'll be looking for a new hotel loyalty program.

@HiltonHotels, are you doing well enough here to steal some business? I'd love to hear from you!

And can I donate my @MarriottBonvoy points to staff?",grap3_ap3,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"If hotels are empty in New York City why doesn’t @Marriott @MarriottIntl @HiltonHotels use them for beds?
@biancoresearch @elerianm could that help?",mmsmithpartners,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,.@MarriottVacClub hmmm DM you so you can tell me to call the same number that hangs up on me.... .@Marriott not a sound solution https://t.co/T7Oj8Aiwy7,kathlee51209969,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Any USA hotel owners willing to the same? Wait, silly me, they're asking for HANDOUTS instead! 
@TrumpNewYork @Marriott @HiltonHotels @BestWestern @GrandHyattNYC @HyattUnionSqNYC @sheratonhotels @HolidayInn 
#InThisTogether 
#CoronavirusPandemic https://t.co/qT7FlGC1EM",JoZPina,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Nice work @Marriott! You absolutely have this @realDonaldTrump method down. Congrats on being utterly vile. We’ll be eating you soon 😁👍🏼 https://t.co/usIybuS57c,3LeggedDemon,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,😳😳 @Marriott are you kidding with this? How awful. Your employees that have zero hours because of the coronavirus are just trying to survive. Why make it harder on them? https://t.co/N089nSMpm7,deannagan,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Anyone going through similar BS needs to tweet it far and and wide and tag the responsible party. In this case, @Marriott https://t.co/1rRcG7oWNq",MexiBruin,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"This is bullsh*t! @Marriott , do better! https://t.co/1U5O69SjYA",Ginger_Karyn,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Hey everybody look what @Marriott @MarriottBonvoy @CourtyardHotels @WHotels IS DOING TO THEIR EMPLOYEES. LAYING THEM OFF ON A 0 HR SCHEDULE SO THEY CANT FILE FOR UNEMPLOYMENT BUT HAVE TO PAY FOR THEIR BENEFITS. 🗣🗣🗣🗣🗣 https://t.co/Tlfp7frrRN,jayLOVElyyy,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Hey @tom_peters check out @Marriott .... https://t.co/BixgYV4UFj https://t.co/saze8fYtV0,micjohnson,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Yes, I will express myself here. Your company, your mega corporation, needs to allow your employees to file for unemployment insurance immediately. You must not deny these claims. @Marriott it’s shameful that you are denying requests. https://t.co/9qkYNQhUen",NJinPtR,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Hey @Marriott @MarriottBonvoy @MarriottIntl - This is what you *should* have done. https://t.co/QFAayPeESb,elchefe,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,FUVK @Marriott  for not paying their workers but for also saying I am not allow to cum in hotel lobby,whomstsuckintoe,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,this is an awful way to treat your employees. I’m disgusted @Marriott https://t.co/IMnn9mwdqo,__mikera,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Ok, but, @Marriott and @GetSpectrum and god knows what other employers are treating their employees like their livelihoods and lives don’t matter, you can fuck right off. @thepointsguy @CNN @washingtonpost @nytimes @FoxNews @NBCNews",DeadassALincoln,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"You won’t ever catch me at these businesses again. 
@WalmartInc Im looking at YOU. @McDonaldsCorp @SUBWAY @kroger @BurgerKing @pizzahut @Target @Marriott @Wendys - YOURE on my radar too. 
Get it done. https://t.co/ThTOizBykX",Patchoulimommy,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,This is bullsh*t and @Marriott needs to get their situation together! https://t.co/muTcaXNzN4,susanwoolner,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"SF's W-Hotel was the first @Marriott hotel in the Bay Area to close over the health crisis. And it's unlikely to be the last, with thousands of hotel workers laid off in the region. @UniteHereLocal2 is fighting so these workers can keep their health care. @KQEDnews",HollyMcDede,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,As a rewards member of @Marriott &amp; @MarriottBonvoy I will NEVER stay at one of their properties again if they continue down this nefarious path,Drunkistan,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Empty hotels can be converted to makeshift hospitals. #FlattenTheCurve @HiltonHotels @Marriott @HolidayInn,TheMoneyScript,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,". @MarriottBonvoy @Marriott this is disgraceful, if you're gonna lay people off, at least let them get unemployment! https://t.co/lPYfxBw0tg",cleothunder28,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,We see you @Marriott @HiltonHotels @BestWestern @GraduateHotel  👀👀 https://t.co/SgIxYG3AUM,lynngotts,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Hey hi hello @MarriottBonvoy @Marriott I exclusively stay at your hotel can you please explain this? Thanks. #marriott https://t.co/LbqYx06EMx,lawandorderwine,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Why are they doing that? @Marriott https://t.co/ti0NppeSKu,acapri114,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"whelp... f*** @Marriott, amiright? https://t.co/s6dNOAQvOB",SimonTVesper,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"A compelling case study by @techrepublic which explains why @mcdonalds, @CVS and @Marriott are winning in #DigitalTransformation: https://t.co/y1N0lgfVfd https://t.co/U6Dtjj0u3r",Codifyd,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,This is unconscionable @Marriott. #COVIDー19 https://t.co/M1I4CiAbSz,jodmentum,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,For fucking SHAME @Marriott,MoroccanMaracas,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Shame on @Marriott https://t.co/KpMJHEqawk,kygurl39,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Hey, @Marriott, we’re having a national emergency and this is a pretty shitty way to treat people. 

Signed, a Marriott Rewards/Bonvoy member https://t.co/wnNsdMlNSA",imp3ach,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Shame, @Marriott -- fix this today! https://t.co/MPNSvp4oyK",tomchappell,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,How gross do you have to be @Marriott @MarriottIntl to put #workers at zero hours so they can’t collect? @ArneSorenson made over $12 MILLION last year. #coronavirus #COVID19 #StandWithLabor,laborlaborlabor,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Really @Marriott ??? Think of all the negative PR😡 https://t.co/MRvyccROvq,kahteei,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Companies have to do right by their workers during #COVID19.

It's unconscionable that @Marriott still hasn't committed to cover workers' health care during this pandemic.

#unitehere

https://t.co/rCDenYcewe",UniteHereLocal2,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,".@Marriott President &amp; CEO Arne Sorenson cited the important role #smallbiz plays in the hotel industry – and the need to support the 33,000 small businesses currently facing a travel crisis.
https://t.co/CfhPDUSIRP https://t.co/obRRwTH4ar",AHLA,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"So what’s up with this?  @Marriott @MarriottBonvoy @MarriottIntl organizations that treat their employees as such, don’t patronize them! https://t.co/DUbZLAXEKt",71ateChef,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"So very cool.

You watching @HiltonHotels @Marriott and all the others? https://t.co/GuvkxTdQXl",SandyHiltonPT,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,I have seen posts upon posts regarding @Marriott @MarriottIntl @MarriottBonvoy and treatment of employees.  Choose either #payingemployees or #allowunemployment. You can’t have your cake and eat it too.  —Once a proud Marriott member.,Sallie_N,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Really? @Marriott https://t.co/PZf5usyXmg,jwinkler724,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Thread!!! And NONE OF THEM have responded! What a shame on @Marriott https://t.co/SQ6PHikqlu,Auxford_,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"WTF 🤬
Do better @Marriott @MarriottBonvoy https://t.co/LNf5oTJVi2",HaelinChoi,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,This is heartless @Marriott @MarriottBonvoy @MarriottIntl SMFH https://t.co/lRVLsjzrlo,Auxford_,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,And we’re going to bail them out REALLY?!?  I will NEVER go to a Marriott again @Marriott @MarriottIntl https://t.co/62ikhZwGv4,findtricia,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Shout out to @AlaskaAir @RoyalCaribbean @Marriott for helping the millions of customers who have been impacted and not taking advantage of us!!! I could list more, but these are the ones I have interacted with. Unlike NurseCon who is keeping all money for an event they cancelled",JasenWiller,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Thanks Fucks @Marriott https://t.co/jUshWRDOKQ,MeloVader916,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"not in todays world lmao, @Marriott is about to feel the wrath of social media https://t.co/qeSfvnagcG",TRanger57,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"I just wanted to say it now:

Once we get through this crisis (because we will), I don't wanna hear companies like @Marriott using these catastrophic layoffs as a ""model"" (i.e. excuse) for permanently cutting our jobs, or bringing in robots/automation once the doors open again.",njcolma1,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Because this hotel company was smart about its health benefits, they're debt-free. @Marriott &amp; others laying off &amp; asking for bailout while @RosenHotels has been able to keep hotels open so far w/ best benefits package I've ever heard &amp; at half the cost. https://t.co/KpXW76rSTm",chasedave,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Facts 😡 @Marriott https://t.co/vZT4OyEfu5,Maria_Lynette,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Totally unacceptable reprehensible dick move by @marriott @marriottintl https://t.co/jUpyzRAhft,ValksyLG,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,I will never even consider staying at another @Marriott - what demonic circle of hell is this company from? https://t.co/JfDrc4noeb,ThatShockratees,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Wow, wtf @Marriott https://t.co/HJ0ZVYnCW1",JaeSteinbacher,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,What kind of bullshit is this? Do better @Marriott. https://t.co/0M3mz7bqbs,maddenmichelle2,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Fuck @Marriott https://t.co/v9VvBfGtn3,sakinahirizarry,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,That’s BS! @MarriottBonvoy @Marriott https://t.co/ub8mig12pn,MarcieAviles,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Way to go, @Marriott https://t.co/KunjLWZwa4",AmyeArcher,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"If the hospital ships won’t be ready for weeks and @Marriott are closing some of their hotels down for a while, can we use those rooms and beds in these hotels. They have private restroom access and are private for quarantine. Just trying to help. 😞 @realDonaldTrump @POTUS",Zburke87,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Dick move @Marriott https://t.co/DqOLkwqpRS,thegreatbrittan,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,If @Marriott @Hyatt @BestWestern and other hotels want a bailout because of #TrumpVirus it should be contingent on them giving us their toilet paper right now.,amyturilli,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Disgusting. @Marriott https://t.co/ZWj2ztcX4y,Papa_Joe79,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Share the hell out of this! Shame on you @Marriott https://t.co/Lj4RW8aaC1,confus_ed_,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"That's so beyond wrong. Shame on you @Marriott !
#Marriott #MarriottBonvoy https://t.co/KAsxe9Ow7X",KarensWigLine,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,fix this @Marriott this is fucked https://t.co/eWAfecgw8R,edem_ily,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,They better do the right thing. There is a person behind this Twitter feed and I have A LOT of #Marriott points and travel extensively. It will be time to say Bon Voyage to @MarriottBonvoy @Marriott @MarriottIntl https://t.co/qYnv0Vr6Fw,majoritymarch,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Fix this @Marriott @MarriottBonvoy @MarriottIntl #covid19 #marriott https://t.co/u0XnZff8vr,pop_popculture,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,WOW @Marriott what a disappointment. Employees are your backbone. If you won’t pay them in THIS time of need let them collect. Ppl have families to support. Disgusting! https://t.co/5GBnlsL09L,AlexisRajah,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Honestly, @Marriott, you could try to display a _shred_ of decency during this crisis.

Or can you make a categorical statement that you're not doing this? https://t.co/CxgbYJ1Whh",pdehlke,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,WTH @Marriott that doesn’t pay his bills. You’re leaving this Man and family in limbo #PaidLeave #COVID19 https://t.co/tN07OCPmVm,micki6,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Dear @Marriott this is not OK. It's also bad and stupid business. Fix it now. https://t.co/2WX7IAjglT,megynslashes,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,No love shown by @MBonvoyAssist @Marriott .  #travel #love #family https://t.co/YGRqiTXQlE,DianaGriffis2,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Not only is every employee staying on, Neville is opening the hotels to NHS health care workers who are exposed to the virus and need somewhere to stay away from their families. 

@FourSeasons @Marriott @HiltonHotels , are you on board?? https://t.co/3632vN9O1V",Greyfolded,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Is this how y’all treat your employees??? Unacceptable .@Marriott! With everything going on in the world, to treat someone like this is heartless. What the world does “zero hours” mean anyway? https://t.co/NStDEKUC8d",Jess4_RK,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Get ready to boycott @Marriott  Livelihoods are not something to play around with. Do the right thing! https://t.co/Icq9REPwNI,mkallo,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Never staying at another @Marriott ever again. Times like these are when we truly find out who the shit-bag companies are. All the companies asking their workers to take ""unpaid leave"" while their CEOs make millions can suck my dick too. https://t.co/S38hhhKLdY",WFTeamer,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"It sounds like @Marriott's furlough removes the option for unemployment assistance, but means people keep their health benefits?

https://t.co/KRMTybJECI",AngelaRiggs_,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Hey @Marriott @MarriottBonvoy, go fuck yourselves https://t.co/mSbeqAHlkm",spiketailsteph,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Marriott is laying off people but not classifying them as laid off. Instead, they are calling them zero hour employees. This is preventing these workers from collecting unemployment benefits. Tweet @marriott and let them know this is unacceptable.",SujiWatson,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"More than a half-dozen big construction projects ongoing near me in Bethesda, Md, including new world HQ of @marriott. All up and running with hundreds of workers, nearly all of them Hispanic, on site. Maybe they can keep to some kind of social distancing but hard to imagine.",michaelsokolove,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Let's hope the people at @Marriott step up, show some leadership &amp; do the right thing. This is exactly what our nation cannot afford at this difficult time. https://t.co/K8oUHWBiEx",BrianUFT,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"So @GNev2 has stepped up to the plate as has mr abramovich at Chelsea

How about @premierinn @HiltonHotels @Marriott @HolidayInn and other major chains offer out their properties to @NHSuk staff or for them to be used as hospital beds in these mega crazy times",theneilsth,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Fuck the @Marriott 

People need to start reaching out to lawyers at the minimum for advice. https://t.co/tCj3AmlLO1",MurphyObv,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,".@Marriott needs to step up and look after their employees. Once we emerge from isolation, this kind of corporate conduct will lead to a mass boycott of the hotel brand. #DoWhatsRight https://t.co/q5efm4KtmW",kag010,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,#BoycottMarriott until this is fixed. @Marriott get your shit together. We're all watching. https://t.co/ye9ESqU3wy,harpo7879,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Hey there @Marriott I’m a frequent visitor to your hotels and this is not OK. https://t.co/SqalLlIL8N,pfhmarsden,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,So @Marriott is this true? https://t.co/v6XiRsO5Aq,pbolearns,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,To my fellow road warriors- consider not staying at any @Marriott brands. @DocDre https://t.co/n3l4XK0aOk,CorpLifeCycles,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Sounds like we canceling @Marriott https://t.co/HHJDKhDNnT,Shepptar,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,".@Marriott I see how despicably you are treating your workers in this time of crisis and I will remember this and never stay at your hotels again, and I will vote against ever organizing a gathering in your conference center again.",belenen,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Shame on you @Marriott! #DoTheRightThingMarriot https://t.co/3R9MNaWcZi,KimSavary,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Not only is this awful, and should be illegal, but the silence from the @Marriott social team on this is deafening. CEOs DO NOT MAKE POOR DECISIONS AND THEN SILENCE YOUR COMMS TEAM. https://t.co/w8c4U60RQa",themuseumpanda,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Damn @Marriott, you can do much better than this. https://t.co/qMRyhItJgM",dorkland,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Fuck @Marriott for real,PrinceArthasLK,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"WTF! @Marriott, SHAPE UP https://t.co/g3nSx9nlFp",ARTteslo,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Hey @Marriott, as a gold elite member I need to say this makes me absolutely sick. Are you looking for a reason for me to switch to Hilton? https://t.co/vhwWlTcom1",kirabug,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"#Marriot, FFS!!  Denying your laid-off employees access to unemployment insurance is immoral and predatory. There needs to be an international boycott of @Marriott, and jail time for the Marriott executives responsible, defrauding #COVID19 victims. #Corona @SenSanders @SenWarren https://t.co/llVv3SGLzL",PassionatObsrvr,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Pretty awful behavior by @MarriottBonvoy @Marriott https://t.co/E9xfbixgNN,travelcodex,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Total bullshit...and I’m sure @Marriott will be in line for a Government bailout of TAXPAYERS FUNDS https://t.co/Gp7ZOUKYJw,Annette_in_Boro,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Shout out to @bookingcom and @Marriott for being completely irresponsible and asinine in this horrible situation we are going through in the world! How sorry of you to force someone into paying for a trip they can’t take! The CDC recommends there be no nonessential travel.,Kalah_Cardwell,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"So @Marriott @MarriottBonvoy has this happen but are still charging for cancelled events? Guess you're not interested in #flatteningthecurve. Just #money. 
https://t.co/WlM6oWO93i

#COVID19 #CoronavirusOutbreak",ToastMRK,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,c'mon @Marriott  really? https://t.co/RVOmlW98Gm,DecoyTheDead,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Disgusting, I'll remember this next time I travel.  Despicable @Marriott https://t.co/rcSGecXHQ0",erasmusred,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,absolutely evil of @Marriott/@MarriottIntl https://t.co/EKPpvTMNGn,JeffJosephUSA,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Fuck @Marriott. Nope. https://t.co/y9EmYJL4ih,llosavio,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"#Marriott is already price gouging in anticipation of the yet-to-be officially rescheduled @TheMasters, despite the world facing the #CoronavirusPandemic. #StayClassy @Marriott @MarriottBonvoy #TheMasters #COVID19 #COVID @GovKemp https://t.co/tMB4c6gqqS",MarkBonfanti,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,".@Marriott, Your move... https://t.co/pXCNVN711L",mollyyanity,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Oh, FFS, @MarriottIntl and @Marriott could you update your scammy HR protocols and give this guy a hand? https://t.co/bsb1cnX8ng",SusieLeeH,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Man, have a handful of of friends working at @Marriott. It’s been an absolute mess in the corporate offices. I won’t stay at another Marriott  chain ever again.",TomVeducci,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Who will be this crash's Lehman Brothers? @Marriott ? @united ? A Trump affiliate? Sure seems like we're heading that way this week,owenpeery,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Gary Neville &amp; Hotel Football &gt; @Marriott hotels

Whilst these guys are by no means poor you can guarentee that Hotel Football has a lot less in the bank than one of the worlds largest hotel chains, https://t.co/Z2V0BiOf1U",andyyax,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,And this is why I never stay with @Marriott https://t.co/AaJ0Vp3bS5,Tanner_Kruth,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Done with @Marriott. https://t.co/fRZI56dX4R,Girl_Writes,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Unacceptable for them to do to their employees. @Marriott do better. https://t.co/zc0rGTc4uz,tori_past,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,This can't be true @Marriott https://t.co/hlRvqBl6pr,NYSportsBiz,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Retweeting so I don't forget to never stay at the @Marriott https://t.co/ht6HymcNyg,sperez1812,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"We got a lot of homeless people who need to isolate and maintain hygiene and cant. 

We also have a metric shit-ton of empty hotel rooms. 

@Marriott @HiltonHotels @HandleryHotels @Hyatt @IHG @WyndhamHotels @TrumpHotels",DamnTrue,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,An honest way #hotels can make money is to let people pay for a room to quarantine themselves. Id love to have a suite at any hotel to hold me down away from family if i needed to self quarantine. @Marriott @Hyatt @HiltonHotels @HolidayInn,Jrodriguez1685,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,.@Marriott fix it https://t.co/Xc6y30pmJt,SlumichiganMomm,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,And I will not be giving @Marriott any business. https://t.co/QKPwM53sXZ,blacklipgloss19,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"When this is all said and done, companies will be judged for how they treated their people during the crisis. @Marriott, @Walmart, @Wendys, @McDonalds, and so many others need to think about that. 

This is disgusting. Its shameful. Do better. https://t.co/eJsHZBFoU3",VoteAndy,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Wow. 
&amp; Trump wants to give $$$ to help corporations like @Marriott get through these trying times(?!?). SMMFH. https://t.co/zOB86urO50",BuschIsBsblHvn,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Just WTF is that about, @Marriott? https://t.co/hHg9oiBzIl",MadPhysiologist,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Wow @Marriott that’s how y’all playing? Very “hospitable” https://t.co/xnmpQcd9lv,MALEFxSTYLES,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,Not a good look @Marriott https://t.co/edQJ0IWpsK,likatmur88,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,WTF? @Marriott You are dead to me. My family will never stay with you again https://t.co/3A9sSwe8au,KeithHuss,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,"Reason #1 big corps should NOT get bailouts! @Marriott fix this 
@SenTinaSmith @amyklobuchar I know you are on this https://t.co/XAKvCV2kpU",BesserJen,Marriott International Inc. Class A,MAR,@Marriott
2020-03-18,I haven’t gone into work since Saturday and haven’t heard anything from @Marriott on how they’re going to help their employees. Shit is ridiculous https://t.co/7EOuydyLfu,quetliana,Marriott International Inc. Class A,MAR,@Marriott
