Created,Text,User,Company,Symbol,TwitterTerm
2020-03-17,"The same is true for autonomous farm vehicles, but they'll be working in groups and will have to talk to each other - #AyrMesh can help with that ...

The Long, Fast Road to Self-Driving Trucks https://t.co/raB6hLbjKd… via @WesternDigital #DataMakesPossible #AgTech",Ayrstone,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"This Just In: Quantum Completes Acquisition of ActiveScale Object Storage Business
https://t.co/5ax5ypNfeS
#BigData @QuantumCorp @westerndigital",datanami,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"G2M Research #Webinar on Advanced #NVMe #SSDs:
Addressing the Blast Radius Problem, 
Tuesday, March 31, 2020, 9:00am, sponsors @LightbitsLabs @intel  @westerndigital @KIOXIAAmerica  sign up and more info- #storage #flashstorage #flashstorage 
 https://t.co/WG9KDCRd7S https://t.co/ylDO5n4wo9",g2minc,Western Digital Corp.,WDC,@westerndigital
2020-03-17,Smart acquisition by @QuantumCorp of @westerndigital ActiveScale for its #Cloud #objectstorage technology https://t.co/OgcZQD1F1R,jeromedcig,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"I was told 10 days ago the issue was on WD’s end and would be resolved in 24-48 hours and after numerous phone calls and emails still nothing. Expecting a refund under the uniform commercial code § 2-317.
@westerndigital @WDCreators @WesternDigiDC https://t.co/4zjP3LFi36",Gianni_Iona,Western Digital Corp.,WDC,@westerndigital
2020-03-17,Never buying another WD product ever again. Worst support and product reliability. My data has been inaccesible for 11 days (due to WD server issue) during a time when remote access is critical. 👎🏻@westerndigital @WDCreators @WesternDigiDC https://t.co/WdISPIHJKw,Gianni_Iona,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"I’m not sure #Coronavirusflorida is to blame but I woke up and found my @westerndigital boot drive passed away over night.  It died so young, less than two years...backed up a month ago but @grogtalk podcast from last  sat and probably this week’s live stream will be be delayed. https://t.co/eXWH0ayVSQ",grogtalk,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"But why now ;(
@WesternDigital https://t.co/FmHnpCXuwL",ReignOfComputer,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"Do you know, with the WD Discovery software(both #Windows &amp; #Mac) you can switch ON/OFF the LED on the Western Digital MyPassport external hard drive! 

@westerndigital https://t.co/cacQqvr4VE",TrendatedTech,Western Digital Corp.,WDC,@westerndigital
2020-03-17,"How did Nazanin Sinaei, a business applications analyst on our IT team, discover her love for technology? Meet just one of the amazing, inspirational women of Western Digital right here! #WomensHistoryMonth https://t.co/s0xb3pfszz",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-16,#NVMeEducation Zoned block access for #SSDs results in reduced wear and improved latency outliers and throughput. Watch Dave Landsman of @westerndigital discuss why the #NVMe Zoned Namespaces specification was created: https://t.co/SjKiXZS5RS https://t.co/zkCuKLijMz,NVMexpress,Western Digital Corp.,WDC,@westerndigital
2020-03-16,.@WesternDigital Blue SN550 1TB NVMe PCIe Gen3.0x 4 M.2 SSD Review https://t.co/pyJKQ7rE23,JonCoulterSSD,Western Digital Corp.,WDC,@westerndigital
2020-03-16,Kinda sad my 6tb hd drive is failing. C'mon @westerndigital 😭,JasonLuiCamera,Western Digital Corp.,WDC,@westerndigital
2020-03-16,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/Ix3OxivpDv",CDWGWAGov,Western Digital Corp.,WDC,@westerndigital
2020-03-15,"Hi!

Unfortunately, I can’t upload a new comic.
I have a problem with @westerndigital (my corp for file) so I don’t know when I will upload new comic.

So, 😭
I'm doing everything I can to make it work.

If you have any problem, contact me on Twitter’s private message. https://t.co/V0F62rjeAI",ntaifr,Western Digital Corp.,WDC,@westerndigital
2020-03-14,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/p6jOblwFDi",CDWGWAGov,Western Digital Corp.,WDC,@westerndigital
2020-03-14,I am speechless. The individual who got this for me wants to stay anonymous. I am crying tears of joy. At a total loss of words. Now setting up and downloading all my games again then to bed. Very blessed. @CORSAIR @NETGEAR @westerndigital @Apple Major stream upgrades. https://t.co/B2Tj1ZmVzV,YodaTime,Western Digital Corp.,WDC,@westerndigital
2020-03-14,"Are you Team Green or Team Red? 😎 And please don't bring Nvidia and AMD into it 😂

@Seagate @westerndigital #hdd #nas https://t.co/jhGaTRJs8g",Foritain,Western Digital Corp.,WDC,@westerndigital
2020-03-14,.@westerndigital appoints Cisco exec David Goeckeler as its new CEO https://t.co/TVbIiUNYXN @SiliconANGLE @Mike_Wheatley @holgermu,constellationr,Western Digital Corp.,WDC,@westerndigital
2020-03-14,"Hey @westerndigital I need some advice. I'm looking to store video from @OBSProject while I stream and I was wondering what would be the best type of high capacity HDD to get. Could you help me out? 

Cheers",Dead4sureGaming,Western Digital Corp.,WDC,@westerndigital
2020-03-14,Hi @westerndigital I'm wondering when there will be support added to the My passport for CR3 files? I shoot with a @CanonUKandIE 5Dmk4 &amp; EOS R. According to your site I can't preview RAW CR3. https://t.co/BIUzJC5qBb I want to buy one but this is crucial. #JustinKrausePhotography,JKrausePhotos,Western Digital Corp.,WDC,@westerndigital
2020-03-14,"Why is the @westerndigital RMA process so difficult to navigate?  Good drives but when they go wrong, prepare to do battle.",hachikoco,Western Digital Corp.,WDC,@westerndigital
2020-03-14,"India is a land of innovation and tech-savvy entrepreneurs, so it shouldn't come as a surprise why we invest so heavily there. Hit our blog and see how this beautiful relationship works! https://t.co/4qvvTNwf74 https://t.co/yYqbIh2tah",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"The 12 Rules of #DataOps helping you to Avert a DataOops: https://t.co/oXri06iFSj via @westerndigital #datamakespossible 
———————
#BigData #DataScience #Agile #DataStrategy #AnalyticsStrategy #MachineLearning #DevOps #DesignThinking 
————
Graphic from my @dataopssummitSF Keynote https://t.co/5eH7NxSOTC",KirkDBorne,Western Digital Corp.,WDC,@westerndigital
2020-03-13,Meet the demands of the most data-intensive applications. Learn how Liqid and @westerndigital have teamed up to deliver composable NVMe-oF with Liqid software and WD's OpenFlex platform. Learn more: https://t.co/oAzNam3hpa,WeAreLiqid,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"Although we couldn't finish in person, we're hearing awesome virtual presentations on personal branding and putting your best foot forward in @westerndigital MESA mentor program. (Luckily we got to meet up previously!) #MESAmentors #mentoring https://t.co/V2zmoSaydb",MESASTEM,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"""It was great working with Vanessa.  I loved her enthusiasm and determination."" ~Sherman, @westerndigital mentor  #MESAmentors #STEMed",MESASTEM,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"""Great experience and something I will carry with me. I was so inspired by (my mentee)"" ~Western Digital employee about being a mentor to a MESA student #MESAmentors @westerndigital #mentorship",MESASTEM,Western Digital Corp.,WDC,@westerndigital
2020-03-13,Our virtual closing ceremony for the MESA @westerndigital mentor program is under way! Follow along #MESAmentors #STEM #STEMed,MESASTEM,Western Digital Corp.,WDC,@westerndigital
2020-03-13,Have a data-intensive idea that could improve city infrastructure and quality of life? Enter your idea to our contest today for a chance to network with industry veterans and win cash prizes! Deadline is March 15! https://t.co/KuyrRxa53m https://t.co/ucbXvaOb3z,westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"When @johnsoncontrols' recycling services were disrupted by vandalism and theft, surveillance came to the rescue. And while deterrence was certainly welcome, their solution had a side benefit of improving their responsiveness. More here: https://t.co/tGcoM7C8in @TycoCloud https://t.co/qbw6NpGzFo",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"New blog post from @westerndigital shared on https://t.co/EgfPChAALl 

Making STEAM Dreams Come True, One Kit at a Time https://t.co/2JaLQQOvio

#EdTech #STEAM #STEM #education #learning #coding #TechForGood https://t.co/n6LRYlzbyR",Techthusiast,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"Speaking of #QuarantineAndChill...if ISPs temporarily removed bandwidth limits, how long before you filled all your available storage downloading things?",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-13,ICYMI: Open Source and Open Standards Open the Future @StorageGaga @WesternDigital #SFD19 https://t.co/RrHgFyY4on https://t.co/IIjlZHBNFC,TechFieldDay,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"#WesternDigital powers Indian start-ups with ‘#DataInnovationBazaar 2020’
@westerndigital 
@westerndigitals
@WesternDigiEdge
@WesternDigiJPN
https://t.co/8JRGbqBvzo",ChannelDrive,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"Just 2 days left for #DIB2020. Showcase your disruptive ideas that have the potential to solve key issues of national importance in #healthcare, #education, #FinancialInclusion, #energy, &amp; #environment sector. Register: https://t.co/p0l8tEQvNJ. 
@westerndigital 
#WesternDigital https://t.co/Jjvd31fdFQ",TiEDelhi,Western Digital Corp.,WDC,@westerndigital
2020-03-13,Anup and Atish from @westerndigital has just pushed the v11 of KVM support for RISC-V! https://t.co/Uco2Bkn3EQ,bjorntopel,Western Digital Corp.,WDC,@westerndigital
2020-03-13,The transition to USB-C would be a lot smoother if adoption among hardware manufactures wasn't as inconsistent. Just bought a @westerndigital hard drive that didn't come w/ USB-C. In 2020. https://t.co/B2dmEw7MnX,1corn,Western Digital Corp.,WDC,@westerndigital
2020-03-13,"Hi @DavidGoeckeler (@westerndigital CEO),

How was your first week at your new job? https://t.co/IH8VZv6B0G",GraphItGood,Western Digital Corp.,WDC,@westerndigital
2020-03-12,Today #linstor reached version 1.5. The biggest news is that it can now manage storage using @westerndigital's OpenFlex API. Such devices are the E3000 and F3100. #composableinfrastructure. Nice NVMe-oF storage tagets with 100GBps ethernet ports.,philipp_reisner,Western Digital Corp.,WDC,@westerndigital
2020-03-12,"Enterprise storage products aren't simply more durable than what you'd find at retail. They have capabilities that protect your data in case of unpleasant surprises, or help you more securely (and quickly) delete data. We've got more details here: https://t.co/TxEXQDeIZF https://t.co/eDhoNYiOY1",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-12,Hey software developers... don't be like @westerndigital &amp; create apps that automatically update &amp; reboot computers. I just lost an hour or recording because of that. Guess what got uninstalled? Replacing the unit with something else as soon as I can.,TheSaintBrian,Western Digital Corp.,WDC,@westerndigital
2020-03-12,"Western Digital appointed David Goeckeler as CEO
👉 https://t.co/7kAxZ2cx54 #cloud #hosting #news #business #datacenter #security #westerndigital #technews @westerndigital",cloud7news,Western Digital Corp.,WDC,@westerndigital
2020-03-12,.@westerndigital powering the Indian #startup ecosystem with ‘Data Innovation Bazaar 2020’ https://t.co/Guxi9Pjx78 | #channelnews #technews #artificialintelligence #AI #RPA,crndotin,Western Digital Corp.,WDC,@westerndigital
2020-03-12,Thank you @westerndigital for sending my replacement quickly after a few months of miscommunication. Jonathan in customer service is a credit. Can't remember who I spoke to before this but Jonathan handled it 100% better. I'll keep him!!! https://t.co/7jMxvqCyXI,Victoria__Wai,Western Digital Corp.,WDC,@westerndigital
2020-03-12,cant believe my @westerndigital hard drive broke im dying to play Warzone and i cant😭😭😭,theeddiegarciaa,Western Digital Corp.,WDC,@westerndigital
2020-03-12,"Western Digital powering the Indian start-up ecosystem with 'Data Innovation Bazaar 2020' 
https://t.co/V1tYkldGTU
@startupindia @westerndigital @GoI_MeitY @TiEDelhi @investindia @IndiaDST #startup #idea #data #innovation #innovator #entrepreneur #startupindia #technology",varindiamag,Western Digital Corp.,WDC,@westerndigital
2020-03-12,"Watching... Are @Seagate hard drives good quality? https://t.co/cUoB7f31Xk ...you just need 1 model to fail to put the whole brand in the ""never-buy-it-again"" list.
So, I guess (@LaCieTech) Rosewood's will join @Toshiba &amp; @WesternDigital externals (failing USB3 ports) on my list.",Koshdukai,Western Digital Corp.,WDC,@westerndigital
2020-03-12,"See our @westerndigital hard drive review
https://t.co/XSASLCyJlu",indiatvnews,Western Digital Corp.,WDC,@westerndigital
2020-03-12,Looks like I might be spending a lot of time watching my own library of films... 2 failed NAS in 5 years? Goodbye @westerndigital and hello @Synology. https://t.co/4p0otuMb7m,kupkrazy,Western Digital Corp.,WDC,@westerndigital
2020-03-12,"should read more like ""we don't want to support your old WD backup drive so we'll just give you this error"" error on https://t.co/pYEyUWYZcQ @westerndigital #nosupport #errorforyears https://t.co/MHduLyetkV",pixeldesire,Western Digital Corp.,WDC,@westerndigital
2020-03-11,Thank you @westerndigital! https://t.co/XvPK3DN9vA,AngelTrax,Western Digital Corp.,WDC,@westerndigital
2020-03-11,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/6xMKqIab0r",TheMattCarolan,Western Digital Corp.,WDC,@westerndigital
2020-03-11,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/ogZLix1zcf",M365FSA,Western Digital Corp.,WDC,@westerndigital
2020-03-11,. @zbandic of @westerndigital will be hosting a virtual talk on open source hardware at @FossiFoundation‘s FOSSistanbul Conference on March 14 in Istanbul. Other @risc_v members sponsoring the event include @CHIPSAlliance @antmicro @openhwgroup @syntacore https://t.co/dUWtF62xAY https://t.co/akrFVWiOn2,risc_v,Western Digital Corp.,WDC,@westerndigital
2020-03-11,"#blackandyellow never looked so good. 

@AMD Ryzen 7 2700X 
@msiUSA Nvidia RTX 2060
@XPG_Global 16GB DDR4
@NZXT Kraken Liquid Cooling
@Rosewillinc Cullivan Case
@westerndigital 500GB SSD Drive M.2

#letusbuildyournextpc 
Streaming Starts at 4pm Eastern 
https://t.co/nFdQib3rvh https://t.co/mBUXBmo2IN",realwhiteboxpc,Western Digital Corp.,WDC,@westerndigital
2020-03-11,Welcome returning member @westerndigital to TSANet! Western Digital has joined into the Limited membership! #TSANet https://t.co/rGMBwQg14a https://t.co/65ElGtOur8,TSANetTweet,Western Digital Corp.,WDC,@westerndigital
2020-03-11,Preview Storage Field Day 19 - Day 1 https://t.co/OVXN10H1CC @TigerTech_Team @NetApp @WesternDigital @ArjanTim #SFD19 @Tech_Unplugged #Video https://t.co/jmWHQAS776,GestaltIT,Western Digital Corp.,WDC,@westerndigital
2020-03-11,How #NVMe Enables #Data to Thrive? Our partner @westerndigital answered in an instructive video on #youtube: https://t.co/A7GLJQDYln https://t.co/XbnUNK9KEf,diawaycorp,Western Digital Corp.,WDC,@westerndigital
2020-03-11,"Smiling face with sunglasses Do More, Faster

Put NVMe™ power at the heart of your PC for lightning-fast, ultra-responsive performance with the 
@westerndigital
 
 Blue™ SN550 NVMe™ SSD

Rightwards arrow Find out more: https://t.co/zYWB29nml1 https://t.co/UrCjgtOuEb",CyberPowerUK,Western Digital Corp.,WDC,@westerndigital
2020-03-11,Hey #India! Have a data-intensive idea that could improve city infrastructure or quality of life? Enter your idea to our Data Innovation Bazaar for a chance to network with industry veterans and win cash prizes! https://t.co/50qb16sqrb https://t.co/tA2mTTM0jS,westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-11,"Western Digital, Composable Infrastructure, Hyperscalers, and You @PenguinPunk @WesternDigital #SFD19 https://t.co/v2s21gCyrU https://t.co/accZP4wu2O",TechFieldDay,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"The practice of managing a fleet of vehicles is evolving thanks to increasingly small and sophisticated sensors and wireless technology. Learn more about this evolution and how one company, @AngelTrax Technologies, is driving the state of the art, here: https://t.co/8zcFKAzRbj https://t.co/OquGqfKmZS",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/j5xPxWqkHr",mariabattung,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"Dear @westerndigital 

I don't agree that 33 MB/s over USB3 is an ""ultrafast data transfer"" speed

But that's just me, I guess. 

#WDElements",ImIncorrigible,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"This just arrived from @Wired2Fire! An all-white design and , an  @NVIDIAGeForceUK RTX 2080 Super GPU and an overclocked Core i9-9900K with @Corsair white cooling, @Seagate HDD, @WesternDigital SN750 SSD and @msitweets MPG motherboard and @GlobalLianli case. It's £1,999! https://t.co/DhFh0MECJv",mikejjennings,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/broaKzIMt4",Nerfman55,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"Via @SearchStorageTT @WesternDigiDC takes Silver for #Storage Products of the Year 2019 in the #HyperConvergedInfrastructure and #ComposableInfrastructure category. 
@WesternDigital #StoragePOY https://t.co/TvrR4grL97 https://t.co/gZIqlvnQRZ",ServnetUK,Western Digital Corp.,WDC,@westerndigital
2020-03-10,"Western Digital

👉 Your network, our storage | WD Red hard drives

#WesternDigital #storage #WD #harddrive @westerndigital https://t.co/Xpljv1z2C2",LeaderComputers,Western Digital Corp.,WDC,@westerndigital
2020-03-10,New @TechFieldDay Video #SFD19 @WesternDigital: Solving the Data Dilemma with Data Center HDDs from Western Digital  https://t.co/lHeiNlQjFI https://t.co/kuMZmWLbT6,GestaltIT,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"After a lot of hard work @CHIPSAlliance SweRVolf 0.6 is now released. https://t.co/czvaR0JvS4

See the linked release notes for the updates. Special thanks to the people at @Codasip and @westerndigital for the feature requests and help with finding and fixing bugs in this release",OlofKindgren,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/i9fzdLXBEi",ekordes,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"In addition to our team being named a winner of the #CIO100 award, our CIO, Steve Phillpott, is one of 11 new members of the CIO Hall of Fame. Learn how they made use of 100 trillion data points daily to better our business (and earn these plaudits) here: https://t.co/xpXawUqb7c https://t.co/yQr4z9Ejt0",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"SweRVolf (https://t.co/H7lrIUTKcA) is now a supported platform in @westerndigital's RISC-V Firmware Package. This should means
 it's easier than ever to port and run new software on a SweRV EH1-based @risc_v SoC. Check it out!

https://t.co/b02AMuO0If",OlofKindgren,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"Cmon @Samsung @HyperX @CORSAIR @intel @westerndigital ..... If u dont start making huge SSD more accessible $$$$,  @CallofDuty will make us go back do HDD =(",tchellowslima,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/8wIc4g3Fas",JonMyalls,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"AI Career Notes: March 2020 Edition 
https://t.co/s2XjyaaGN3
#AI @KineticaHQ @ANSYS @SoftIron @SpoonguruUK @Tachyum @splicemachine @westerndigital @PliopsLtd @intelnews @_OneStopSystems @qumulo @Altair_Inc @DataRobot @Atos",EnterpriseAI_,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"CIO is proud to announce Steve Phillpott, CIO, Western Dental as a 2020 CIO Hall of Fame inductee. Congratulations on this award, and for all of your outstanding accomplishments! #CIO100 #CIOHoF @westerndigital @steve_phillpott https://t.co/9sXrW0yB5I",CIOevents,Western Digital Corp.,WDC,@westerndigital
2020-03-09,".@Cisco is shaking up its leadership. .@_amychang is taking a leave of absence, and @imSriSrinivasan will take over. 

Also, @westerndigital has a new CEO, gaining another one of Cisco's top executives, David Goeckeler, networking, and security head.

https://t.co/9qh1AMa9eB",BeaufordMoshe,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"Just Posted: @Cisco Loses Two Top Executives
 @CiscoCollab's Amy Chang is taking a leave of absence, and David Goeckeler, networking and security head is @westerndigital's new CEO
#UCOMS #UCNews #Collaboration #TeamCollab https://t.co/qB8GfTIKJX",uctodaynews,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"Don’t ever buy a @westerndigital HDD, I had two of them crash in a 6 month time span. I had so many videos I edited and their alll gone 😭",Katiet_YT,Western Digital Corp.,WDC,@westerndigital
2020-03-09,"Sometimes I swear HDDs other than ones made by @westerndigital only exist to annoy and cause issues in my life. 0-2 Toshiba, 0-2 Seagate, 7-0 WD",viyami_,Western Digital Corp.,WDC,@westerndigital
2020-03-08,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/OmdaeWEklc",mariabattung,Western Digital Corp.,WDC,@westerndigital
2020-03-08,"Thanks to @finalfantasyvii and @SquareEnixUSA, @westerndigital is about to make a lot more external drive sales. 😅 (Worth it!)",ITISNICKMELLO,Western Digital Corp.,WDC,@westerndigital
2020-03-08,.@WesternDigital appoints Cisco exec David Goeckeler as its new CEO  @SiliconANGLE @Mike_Wheatley @holgermu @constellationr https://t.co/ZoHiNTmaMh,rwang0,Western Digital Corp.,WDC,@westerndigital
2020-03-08,"Western Digital unveils #gaming portfolio in the #MiddleEast 
The #WDBlack portfolio is currently available in the UAE at select WD #retailers, e-tailers, #resellers, system integrators, and the @westerndigital store  | @WesternDigiDC #storage #harddrives https://t.co/dOqPpy9Qsj https://t.co/ad8QdW8T7e",channel_m_e,Western Digital Corp.,WDC,@westerndigital
2020-03-07,Storage Announcements At Western Digital’s Storage Field Day https://t.co/7KWzV3ffpJ @WesternDigital #SFD19 @Forbes https://t.co/DGIXhwdWr6,GestaltIT,Western Digital Corp.,WDC,@westerndigital
2020-03-07,"#5G brings on new types of high-performance applications. But those only exist if they have the hardware to support them, and that's what @westerndigital's embedded flash drive can do. @ZDNet #cdwsocial https://t.co/LzogSmHYqF",CDWGWAGov,Western Digital Corp.,WDC,@westerndigital
2020-03-07,"Really disappointed by the @westerndigital return policy. I have returned the faulty hard disk, which I have purchased 8 months before, and it cost me $14.14. Which type of return policy is this? #westerndigital #westerndigitalreturnpolicy #badpolicy",Pushpen30711547,Western Digital Corp.,WDC,@westerndigital
2020-03-07,"Anyone ever had a @westerndigital MY BOOK fail on them? 6TB of files just vanished, the HD works but the drive is for sure empty. There support site is the biggest joke, not sure what to do here. (yes I have backups but it'll take hours to  sort everything again)",Tumlok,Western Digital Corp.,WDC,@westerndigital
2020-03-06,Gaming Is Driving Storage Innovation at WDC @AMD @RayLucchesi @WesternDigital #SFD19 https://t.co/g3RjTFJ43N https://t.co/9D2sgDuYTz,TechFieldDay,Western Digital Corp.,WDC,@westerndigital
2020-03-06,"Founded in 1989, WITI is the leading organization for #womenintech. Learn how you can partner with WITI alongside leading companies such as @Aetna, @Amgen, @GEICO, @Microsoft, @Randstad, @westerndigital, and more. For more information, visit https://t.co/pfUkgH7jNY. #JoinWITI https://t.co/WYCM1h302u",WITI,Western Digital Corp.,WDC,@westerndigital
2020-03-06,"We asked 14 women leaders at Western Digital questions about life and leadership. Their answers are as inspirational as they are surprising, so sit back with us this #IWD2020 and see what wisdom and inspiration they have to share here! https://t.co/CEgXqQfOlc https://t.co/5ofZbvMK19",westerndigital,Western Digital Corp.,WDC,@westerndigital
2020-03-06,.@WesternDigital appoints Cisco exec David Goeckeler as its new CEO https://t.co/PxZ7L413QB @SiliconANGLE @Mike_Wheatley @holgermu @constellationr,FrozeElle,Western Digital Corp.,WDC,@westerndigital
